geo_code,geo_label,geo_labelw,label,name,HubName,HubDist
W06000009,Pembrokeshire,Sir Benfro,W92000004W06000009,Pembrokeshire,"36531",1.2965100437468
E07000167,Ryedale,,E92000001E07000167,Ryedale,"103856",13.5168128081702
E06000022,Bath and North East Somerset,,E92000001E06000022,Bath and North East Somerset,"82039",0.12319716294433
E07000192,Cannock Chase,,E92000001E07000192,Cannock Chase,"173821",0.444352820785232
E07000061,Eastbourne,,E92000001E07000061,Eastbourne,"9442",79.644689689445
E07000172,Broxtowe,,E92000001E07000172,Broxtowe,"141467",0.0763033331471381
E07000202,Ipswich,,E92000001E07000202,Ipswich,"156696",82.748253870335
E07000154,Northampton,,E92000001E07000154,Northampton,"90213",42.168788527769
E07000214,Surrey Heath,,E92000001E07000214,Surrey Heath,"132396",121.935706646094
E07000086,Eastleigh,,E92000001E07000086,Eastleigh,"86387",83.3482450555922
E07000147,North Norfolk,,E92000001E07000147,North Norfolk,"146526",143.299735387954
E08000025,Birmingham,,E92000001E08000025,Birmingham,"63921",4.40410018568043
E07000049,East Dorset,,E92000001E07000049,East Dorset,"86387",50.83812904141
E07000046,Torridge,,E92000001E07000046,Torridge,"153989",10.9167621146201
E06000004,Stockton-on-Tees,,E92000001E06000004,Stockton-on-Tees,"100161",13.52460743937
S12000024,Perth & Kinross,,S92000003S12000024,Perth & Kinross,"24685",42.283117272032
E07000169,Selby,,E92000001E07000169,Selby,"151858",3.92208998658733
